,track_id,acousticness,danceability,energy,instrumentalness,speechiness,tempo,valence,Cluster
96,1196,0.6699166375,0.4225057127,0.4376794142,0.9230371963,0.0701027615,142.699,0.1338751463,134
97,1197,0.9915125141,0.4971504894,0.0548609959,0.9580220986,0.0334273993,60.309,0.2572970663,26
98,1198,0.4238287882,0.3292789112,0.2703821863,0.9095949505,0.0334087571,57.632,0.1056211823,220
99,1199,0.9754596029,0.3562338379,0.1038230904,0.9506032306,0.0349938747,43.865,0.078418558,167
100,1316,0.8284835693,0.7235550492,0.9453921192,0.9277864074,0.0489744846,151.963,0.914920946,108
101,1358,0.6427747566,0.3281545268,0.7597379635,0.9258873154,0.0310715932,155.067,0.7692303157,80
102,1360,0.6207421982,0.3910548077,0.8849497532,0.8800590755,0.0585547074,144.48,0.148892017,186
103,1363,0.0478992237,0.233576712,0.7237513034,0.9272621787,0.1389220722,148.15,0.4927733216,143
104,1384,0.9957964501,0.2883647529,0.2506297042,0.9728700043,0.0344602352,83.304,0.9196061998,121
105,1417,0.3302514701,0.3984823841,0.6587899561,0.8817097951,0.0424984406,124.018,0.3082392274,4
106,1418,0.3178238407,0.233986662,0.7677567826,0.7010457871,0.0425654815,156.429,0.4515663858,143
107,1419,0.7382880912,0.2559039779,0.7467168365,0.9400622649,0.0340151893,147.15,0.4703801001,1
108,1420,0.8380121561,0.3507209436,0.4606622779,0.9250791391,0.0321385357,129.268,0.4382043005,227
109,1421,0.5727633872,0.2970563229,0.4988128206,0.7478752524,0.0372109465,148.346,0.4918338125,218
110,1424,0.0212803928,0.1575790255,0.1731389959,0.9113301593,0.0929131901,129.487,0.0872435706,104
111,1450,0.9180934256,0.3207596616,0.9939634776,0.9294336652,0.0446187811,100.308,0.4193591844,70
112,1474,0.9474226066,0.3554365275,0.151303427,0.0022793555,0.0297473889,130.473,0.0837889868,247
113,1475,0.6856245238,0.3659759516,0.3955695017,0.0189516305,0.0369458813,125.709,0.1316392908,247
114,1476,0.9829148514,0.4277433204,0.4873136503,0.9329815926,0.04510257,82.654,0.1835732573,146
115,1477,0.7436761335,0.2716881747,0.6972638616,0.947599306,0.1138365213,115.106,0.0772589684,62
116,1478,0.9762416331,0.4251904274,0.2150916825,0.9583130978,0.3212416276,99.622,0.3656696237,111
117,1540,0.3675310931,0.5463932234,0.4667128376,0.8920238655,0.0301347784,110.308,0.7225276159,235
118,1541,0.7678750124,0.5045003914,0.3738807806,0.0871862676,0.0359466857,107.3,0.4966603083,41
119,1542,0.216547395,0.5318057935,0.5566422974,0.8832469946,0.0251253705,159.847,0.5851211681,16
120,1543,0.6299085779,0.5941559109,0.5045186587,0.9242025134,0.0260031564,86.179,0.5486698975,215
121,1546,0.5249128271,0.5461965545,0.6138142179,0.8007018628,0.0274461073,146.124,0.9411202029,94
122,1590,0.0004512028,0.2665196866,0.9895364245,0.7849127505,0.129862592,162.773,0.1693834817,106
123,1611,0.0182622618,0.2231925625,0.9387747838,0.9200368651,0.034492107,169.133,0.6794324597,53
124,1643,0.3910754102,0.2887742133,0.9793510847,0.8671570516,0.2105182833,179.524,0.1923572592,64
125,1644,0.0333130099,0.3851337744,0.8541683591,2.885e-07,0.0392694887,135.668,0.6742661964,153
126,1663,0.5728566874,0.3303012013,0.698041335,0.970438749,0.0442755887,160.064,0.2325704179,109
127,1666,0.7376420949,0.4414897598,0.5476449497,0.8838743234,0.0339643962,142.273,0.4479410207,239
128,1681,0.9287891587,0.488449635,0.2928064883,0.0082155118,0.0330751051,114.03,0.6453411754,41
129,1682,0.9915719257,0.622491399,0.333366605,0.3500093053,0.0380810286,99.97,0.7451484158,40
130,1683,0.9698391002,0.3994860146,0.1882254583,0.0007516957,0.0361041258,100.698,0.6568497756,41
131,1684,0.9789810623,0.4810810355,0.3337445203,0.1873255444,0.2183995465,71.576,0.8147369872,237
132,1687,0.8903125794,0.4281974864,0.1527934713,0.0050953248,0.0374698281,151.912,0.543866509,78
133,1688,0.9832152096,0.4160671687,0.3509597251,0.4417260447,0.0459818658,171.331,0.9442233208,140
134,1689,0.9691608115,0.4797146323,0.3241311822,0.8905312382,0.0580899781,103.954,0.6522979625,164
135,1694,0.8843026333,0.2620409057,0.3029594488,0.8789834375,0.0398449626,83.171,0.0397520416,15
136,1700,0.9079881055,0.4573213846,0.5808455364,0.929825186,0.0345512114,101.262,0.361353347,240
137,1701,0.9926865883,0.2486188741,0.2561925707,0.8238542856,0.0266085019,93.344,0.0365086844,15
138,1703,0.9211518439,0.3730424979,0.2203914086,0.9263626322,0.0334585971,117.597,0.0388242673,77
139,1704,0.991954118,0.2970348005,0.2692308585,0.7782337908,0.0278286862,141.871,0.1998721472,214
140,1711,0.6734316943,0.404531053,0.984472919,0.9717606319,0.0993511343,108.178,0.0571310409,79
141,1712,0.2651167726,0.5558670843,0.3786787664,0.9556686303,0.1021280257,132.821,0.3524104741,113
142,1713,0.0665358671,0.4534407072,0.6231853327,0.894040806,0.0743539641,87.433,0.1515682121,114
143,1718,0.1605170219,0.3671590357,0.335461571,0.9635812051,0.4795285644,182.691,0.1139283012,248
144,1721,0.5227411835,0.3463216936,0.5788244352,0.9155376776,0.0631481368,152.359,0.2228020651,109
145,1727,0.678173911,0.2049586218,0.5719771447,0.9525522238,0.0701212749,139.141,0.2608936151,8
146,1780,0.2803028295,0.3701143735,0.7215063496,0.8817478278,0.056486446,150.974,0.5000896221,218
147,1793,0.023069465,0.4121431529,0.7890825158,0.8509615161,0.0458161718,147.738,0.679664176,129
148,1831,0.9913616647,0.3979535543,0.386619673,0.3286203933,0.0829160179,163.143,0.9645900576,140
149,1882,0.9368554731,0.4437526291,0.790680753,0.9372683827,0.0319498026,112.5,0.8426042702,85
150,1883,0.8105361291,0.3565339014,0.9419612564,0.9623092733,0.0346950931,170.025,0.9225453606,80
151,1888,0.7450377907,0.367863218,0.9602890632,0.9696536369,0.0432823981,143.863,0.1523001905,186
152,1889,0.8869822548,0.3236012176,0.9497903801,0.9709787988,0.0566883757,143.238,0.0378265465,62
153,1890,0.1714061892,0.456081451,0.6807506103,0.9307115161,0.0286286747,107.08,0.4967603352,73
154,1891,0.9465863835,0.1859294916,0.5543436632,0.9725575803,0.0385655715,157.133,0.2122493335,8
155,1892,0.9935905621,0.314385545,0.6711176327,0.9166602033,0.0293184259,91.404,0.7126013306,85
156,1895,0.9271839337,0.5092297846,0.4870579279,0.8009608981,0.0330235168,111.08,0.5425967597,88
157,1896,0.9956322979,0.6214879157,0.4510260784,0.9721449258,0.0486006844,91.03,0.5858156695,88
158,1898,0.612808945,0.5891351677,0.6297810283,0.6177520702,0.0362178234,155.813,0.9056831666,94
159,1909,0.9709960343,0.3812603611,0.1636752189,0.89558918,0.0365357478,89.994,0.1343523129,195
160,1920,0.7635204582,0.4175092048,0.5725785684,0.9232923751,0.0297530341,148.2,0.4690136629,239
161,1923,0.304888752,0.5620135661,0.5313886052,0.8068153529,0.0245157483,106.907,0.6509245797,235
162,1944,0.3480649367,0.3562572538,0.9099715202,0.9166304744,0.098477656,95.917,0.3135771164,217
163,2126,0.0813720224,0.1614216925,0.6611926528,0.8868345237,0.0572016117,125.879,0.4164879552,229
164,2127,0.5885187825,0.2488167148,0.6508902219,0.8933665888,0.0511901989,154.219,0.1879970835,109
165,3259,0.2571881247,0.6203067972,0.478474574,0.9319728341,0.0364161313,139.967,0.0398055687,144
166,3261,0.2825779092,0.6425352397,0.3747158717,0.9076708675,0.0417894814,129.994,0.0612090275,93
167,3264,0.8904816132,0.4669434522,0.010606141,0.8356770502,0.0499909402,60.109,0.0358285913,26
168,3265,0.9473671137,0.4124128932,0.0056461135,0.6178911558,0.0446709149,105.136,0.0348958724,2
169,3266,0.9755329694,0.5112845147,0.0076837273,0.0001396762,0.0465937853,70.125,0.0380533888,136
170,3270,0.9951393995,0.4900795346,0.1421763642,0.8292220484,0.0456854722,118.87,0.2515269246,99
171,3271,0.988143649,0.5531185106,0.0369685228,0.4908951227,0.0419640455,124.476,0.3514078363,99
172,3272,0.9933723678,0.4752829216,0.0642428245,0.7156848823,0.0640034876,141.624,0.2821912323,99
173,3273,0.7455159764,0.4282098478,0.0594251351,0.843192232,0.033325178,101.739,0.0974075105,195
174,3274,0.9505290938,0.1964395452,0.0395331197,0.9186590376,0.0423729199,119.83,0.036380341,77
175,3317,0.4039216238,0.8821154164,0.730221734,0.0001382297,0.3299940353,127.91,0.8508594775,86
176,3322,0.2780773408,0.8480320896,0.4594800302,6.2024e-06,0.5196737403,148.014,0.5392549177,58
177,3357,0.3874791447,0.3312823484,0.3823893252,0.6904913517,0.0344457065,172.981,0.6923102303,34
178,3401,0.913245279,0.3270500695,0.4473291591,0.3097034846,0.0339557563,103.432,0.4706246338,46
179,3403,0.9626811278,0.4016668718,0.395651807,0.20752105,0.0381962644,109.018,0.2586267495,41
180,3404,0.9029257843,0.4389316437,0.7397214855,0.6865544153,0.0608661426,99.92,0.0646309395,146
181,3405,0.9699264073,0.3673126967,0.5469647471,0.8726406598,0.0767718577,127.771,0.2774125068,10
182,3406,0.9254419495,0.2140337778,0.5471658039,0.9084769317,0.0617315378,147.961,0.2007805748,8
183,3407,0.958774197,0.3914152636,0.600759721,0.4252225183,0.0688204633,97.117,0.203966319,46
184,3408,0.4078778679,0.2403094785,0.872160179,0.8275636389,0.0506771411,151.17,0.2143753025,132
185,3467,0.6126745069,0.3397036469,0.6032309648,0.9736856609,0.0363023365,150.396,0.3221628029,109
186,3468,0.6012892319,0.5018140239,0.517443746,0.4146387701,0.0320451541,149.784,0.8742301595,94
187,3469,0.7638457456,0.3501798106,0.3520154147,0.93691035,0.0336401636,147.631,0.6216017811,239
188,3470,0.667411115,0.3321952597,0.4141141714,0.8336766271,0.0305358195,92.127,0.8386826163,121
189,3471,0.4754642474,0.4056087655,0.387384947,0.7687369143,0.0286598155,157.156,0.7843099069,34
190,3472,0.4258244588,0.3454044927,0.4831711397,0.8403470416,0.0265599625,169.551,0.7803403856,34
191,3473,0.8260142326,0.4136601509,0.3639950255,0.9108437315,0.0285110499,152.763,0.7261898815,30
192,3474,0.9484841392,0.4974064805,0.3109380322,0.0007529033,0.0327543049,75.592,0.8906303216,237
193,3475,0.590966803,0.2283974581,0.5095127816,0.970456245,0.0279701456,161.82,0.8333733532,34
194,3478,0.5170676756,0.4056370573,0.5647133891,0.9486994554,0.0284114081,152.959,0.6827154261,218
195,3479,0.5017515562,0.3464817268,0.2130530052,0.297762779,0.046283558,107.287,0.3730074729,165
196,3488,0.8722697328,0.4029827022,0.3724663906,0.7101968228,0.0312377176,148.432,0.4058052271,239
197,3490,0.9659529962,0.4929044471,0.3681334812,0.8920936272,0.0321299018,155.451,0.4662160889,239
198,3492,0.9452718195,0.337005934,0.1350242343,0.2126016266,0.0328044696,153.98,0.1704210227,247
199,3498,0.8782384304,0.3065064947,0.2892141687,0.9363901592,0.0414346355,122.327,0.4983390727,227
200,3502,0.4685848084,0.4532023385,0.5694094105,0.9277646962,0.0358444733,78.63,0.3345437612,226
201,3503,0.1698699986,0.2770446187,0.4986647969,0.6583403643,0.0404587974,90.563,0.1852432728,135
202,3505,0.0057908254,0.1842421611,0.5935728497,0.8657597811,0.0431867443,127.184,0.1963577753,17
203,3515,0.8256083992,0.6603241538,0.6981838369,0.9659840914,0.0385144484,155.02,0.7233136996,225
204,3516,0.7765153732,0.6884126875,0.4758369347,0.9479326152,0.0322197807,156.083,0.825706918,225
205,3517,0.9244270162,0.7007309816,0.3499484063,0.1834711437,0.0445118635,110.581,0.5507388286,128
206,3519,0.9539563237,0.517486059,0.6461685723,0.9236855985,0.0366110592,132.378,0.5153595931,89
207,3520,0.9830438328,0.5125052825,0.4500333367,0.8847455571,0.039270996,115.087,0.4103599598,174
208,3521,0.8839238841,0.5367044783,0.5367335388,0.842373928,0.0444670658,127.68,0.0609304646,10
209,3522,0.9302952394,0.4377267291,0.5802264875,0.914473015,0.0332631876,138.219,0.3652259219,207
210,3557,0.2467912291,0.7828151605,0.2147433279,0.0086575201,0.0573770214,86.921,0.7996426958,194
211,3559,0.8127597429,0.4006777081,0.1098506431,0.1251509129,0.0443710692,120.634,0.1895808993,101
212,3561,0.895432787,0.5846823754,0.1984215026,0.0264671732,0.048758359,119.992,0.1132687635,91
213,3566,0.1306133842,0.5824075253,0.2368090194,0.0916532611,0.0811706181,42.999,0.1304646289,28
214,3571,0.0498541608,0.3374933741,0.2776444625,0.9460652236,0.0474497482,134.175,0.1602092869,142
215,3586,0.9821784652,0.6054307722,0.3133724239,0.4774124989,0.0389077008,125.524,0.64111438,14
216,3589,0.8853892356,0.3162329142,0.5435711513,0.8305056852,0.0436899306,157.063,0.4768003183,239
217,3592,0.8549678226,0.4854529906,0.7712614297,0.9012022108,0.0720204881,164.89,0.7379164124,89
218,3593,0.5954128233,0.5536173074,0.6662908803,0.8897934207,0.0493954611,166.86,0.9669263855,80
219,3595,0.7307916264,0.9027756556,0.3210493231,0.9532873178,0.045218079,131.057,0.4769635542,0
220,3598,0.9166071478,0.5094721681,0.1153566662,0.375706831,0.0406868985,121.263,0.2515506307,91
221,3624,0.8592553288,0.3253242622,0.5858994522,0.8637454503,0.0354142742,165.99,0.5425196594,239
222,3637,0.8203209671,0.4901036409,0.9400907707,0.5547485907,0.1999411737,142.002,0.0694307034,158
223,3638,0.759465377,0.3960412633,0.9244203206,0.7371199202,0.0513762859,167.889,0.5240922868,168
224,3647,0.9772041591,0.4639420233,0.5358186619,0.3765413315,0.041132491,130.821,0.4023494926,119
225,3648,0.9441270973,0.7179840393,0.7633509711,0.6729083923,0.0504998623,125.138,0.3857218891,148
226,3649,0.9867324186,0.5368890484,0.6083437764,0.6078195688,0.0538328259,137.531,0.3471461186,207
227,3650,0.9332341934,0.6938610585,0.7193133513,0.7917229118,0.052462804,120.191,0.9501387305,243
228,3651,0.9455199053,0.5627652184,0.7475076601,0.7559532627,0.0471016255,71.516,0.9196015654,188
229,3653,0.9547914541,0.7748686492,0.7143203135,0.5855999302,0.035145637,145.045,0.9646658739,243
230,3654,0.9123674386,0.3607972832,0.7123272949,0.648556704,0.0420198333,118.567,0.6317909189,85
231,3657,0.9094581353,0.3579066619,0.8121897328,0.9291401229,0.1110114146,95.18,0.3852207218,70
232,3658,0.9312981138,0.5099097491,0.7287964946,0.897103981,0.0436865936,90.097,0.5012908439,70
233,3660,0.9890880643,0.5873330964,0.6982750216,0.8005522285,0.0689024144,127.237,0.6463817614,89
234,3684,0.6725257452,0.3151379361,0.8915075038,0.9476801508,0.0517987441,155.089,0.4138320806,1
235,3700,0.7153082015,0.2932104258,0.8620358144,0.796796462,0.0529225318,162.359,0.1172925883,132
236,3707,0.8932009956,0.3618870506,0.1866964712,0.9078538066,0.0290642486,76.728,0.3192930524,96
237,3708,0.8103741093,0.5298376744,0.1946418456,0.8875682722,0.0337871539,72.315,0.1608539071,26
238,3711,0.1451838252,0.351843114,0.0466558341,0.9690164984,0.0371405777,38.26,0.0445537489,65
239,3735,0.451337377,0.5214875661,0.6766055744,0.9161493937,0.0395133989,140.091,0.8436730918,80
240,3736,0.2127556241,0.46157694,0.8274598629,0.9255552507,0.0333688682,147.896,0.1069443766,68
241,3737,0.9823851726,0.7281724036,0.3815182997,0.6993200242,0.0447078528,101.868,0.9305128066,234
242,3738,0.7765376308,0.6737787814,0.3713167173,0.4726000456,0.0371054809,115.793,0.522385865,14
243,3741,0.3310746758,0.5505795678,0.8521625863,0.9176574977,0.0338423576,123.193,0.917220277,31
244,3742,0.738763245,0.5548554644,0.2828834783,0.6434612729,0.0288644964,82.29,0.3223382421,61
245,3743,0.0413940525,0.4405317591,0.2999266592,0.6940053529,0.0454746987,115.588,0.1119174298,142
246,3744,0.7411136742,0.5734934014,0.3668309106,0.912565181,0.0265167809,87.169,0.4737241644,88
247,3745,0.0758554767,0.5309971786,0.517706136,0.8851313898,0.0284259699,127.159,0.9070990515,16
248,3749,0.5591781137,0.5378630219,0.7749804126,0.9413098791,0.0358465543,131.677,0.8639337041,80
249,3751,0.0688417343,0.382956905,0.7568845873,0.7308243423,0.0646872794,132.486,0.6619777476,129
250,3752,0.7040360551,0.3743349389,0.80652975,0.9504049268,0.0468471336,128.813,0.5793319925,219
251,3753,0.7641757177,0.2298056995,0.5700126815,0.8585579578,0.0457119558,128.583,0.2503908058,8
252,3755,0.345906356,0.3511238577,0.4811397856,0.0552784264,0.0432435842,92.635,0.3162882772,155
253,3758,0.3904827084,0.3932905566,0.804488567,0.8129152295,0.0392604386,124.51,0.4548329274,219
254,3760,0.0381102593,0.2186949592,0.8980940379,0.7805545599,0.0510170252,67.938,0.4858966352,217
255,3762,0.1940246494,0.3495789181,0.4739023944,0.9458360969,0.0516428891,93.394,0.0626233833,45
256,3765,0.4083867117,0.051307487,0.3310534519,0.9544177341,0.0553456557,242.58,0.0391091875,54
257,3766,0.2301191865,0.3591129185,0.5930512105,0.9417916382,0.0552795779,83.684,0.1774231767,45
258,3767,0.4296010756,0.1631300163,0.4070801708,0.9519817141,0.0373515552,61.39,0.0396935286,220
259,3768,0.839474244,0.5923899539,0.2310543815,0.9183394919,0.0297342578,100.08,0.5240161753,61
260,3769,0.5922840352,0.4912501652,0.1863900002,0.9143299652,0.0352193515,130.957,0.4353226073,134
261,3770,0.9276261436,0.3425638121,0.0946895207,0.8769725749,0.0281637143,76.871,0.4972583891,96
262,3771,0.9443183534,0.4124454743,0.1585333831,0.6195417224,0.0267773861,108.102,0.3515077582,99
263,3780,0.991085484,0.6048466493,0.2919162003,0.7404073473,0.0336523856,111.021,0.2246461446,51
264,3781,0.9574785287,0.2565653678,0.1118197155,0.5265161519,0.0302453588,86.384,0.1170311471,2
265,3782,0.9892409003,0.4363907849,0.2110299338,0.461752128,0.036053712,111.306,0.1808591237,2
